OTU,Kingdom,Phylum,Class,Order,Family,Genus,OUT_genus,mean_relabund,Gut_SubSection
Otu00672,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Otu00672 Ruminococcaceae_unclassified,0.00068,GI_4
Otu00673,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Romboutsia,Otu00673 Romboutsia,0.000376,GI_4
Otu00675,Bacteria,Lentisphaerae,Lentisphaeria,Victivallales,Victivallaceae,Victivallaceae_ge,Otu00675 Victivallaceae_ge,0.000016,GI_4
Otu00685,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,GCA-900066225,Otu00685 GCA-900066225,0.000276,GI_4
Otu00686,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Otu00686 Bacteria_unclassified,0.000048,GI_4
Otu00692,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter,Otu00692 Oscillibacter,0.00026,GI_4
Otu00693,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter,Otu00693 Oscillibacter,0,GI_4
Otu00696,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00696 Alistipes,0.00004,GI_4
Otu00697,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Tyzzerella,Otu00697 Tyzzerella,0.000016,GI_4
Otu00708,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00708 Alistipes,0.000044,GI_4
Otu00722,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00722 Alistipes,0.000132,GI_4
Otu00723,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00723 Alistipes,0.000384,GI_4
Otu00724,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium_5,Otu00724 Ruminiclostridium_5,0.000068,GI_4
Otu00729,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_unclassified,Otu00729 Rikenellaceae_unclassified,0.000048,GI_4
Otu00731,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter,Otu00731 Oscillibacter,0.000168,GI_4
Otu00732,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Otu00732 Akkermansia,0.00004,GI_4
Otu00736,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Otu00736 Ruminococcaceae_unclassified,0.000048,GI_4
Otu00744,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00744 Alistipes,0.000096,GI_4
Otu00749,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium_5,Otu00749 Ruminiclostridium_5,0.000108,GI_4
Otu00761,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Pygmaiobacter,Otu00761 Pygmaiobacter,0.000084,GI_4
Otu00766,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00766 Alistipes,0.00004,GI_4
Otu00767,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella,Otu00767 Rikenella,0.00002,GI_4
Otu00768,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella,Otu00768 Rikenella,0.000028,GI_4
Otu00770,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Otu00770 Ruminococcaceae_unclassified,0.000032,GI_4
Otu00778,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_UCG-013,Otu00778 Ruminococcaceae_UCG-013,0.000028,GI_4
Otu00781,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_unclassified,Otu00781 Rikenellaceae_unclassified,0,GI_4
Otu00783,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Otu00783 Alphaproteobacteria_unclassified,0.000008,GI_4
Otu00787,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Otu00787 Akkermansia,0.000056,GI_4
Otu00790,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,GCA-900066225,Otu00790 GCA-900066225,0.000116,GI_4
Otu00794,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Otu00794 Ruminococcaceae_unclassified,0.000004,GI_4
Otu00797,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,uncultured,Otu00797 uncultured,0.00006,GI_4
Otu00800,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00800 Alistipes,0.000116,GI_4
Otu00803,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00803 Alistipes,0.0001,GI_4
Otu00806,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified,Otu00806 Lachnospiraceae_unclassified,0.00006,GI_4
Otu00807,Bacteria,Tenericutes,Mollicutes,Mollicutes_unclassified,Mollicutes_unclassified,Mollicutes_unclassified,Otu00807 Mollicutes_unclassified,0.000068,GI_4
Otu00824,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Otu00824 Ruminococcaceae_unclassified,0.000068,GI_4
Otu00839,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium_5,Otu00839 Ruminiclostridium_5,0.000028,GI_4
Otu00846,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella,Otu00846 Rikenella,0.000064,GI_4
Otu00855,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Otu00855 Ruminococcaceae_unclassified,0.000044,GI_4
Otu00856,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella,Otu00856 Rikenella,0.000008,GI_4
Otu00872,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Otu00872 Ruminococcaceae_unclassified,0,GI_4
Otu00878,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00878 Alistipes,0.00004,GI_4
Otu00882,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Otu00882 Ruminococcaceae_unclassified,0.000092,GI_4
Otu00906,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00906 Alistipes,0.00002,GI_4
Otu00908,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_UCG-013,Otu00908 Ruminococcaceae_UCG-013,0.000008,GI_4
Otu00929,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella,Otu00929 Rikenella,0.000008,GI_4
Otu00935,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00935 Alistipes,0.000048,GI_4
Otu00958,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,uncultured,uncultured_ge,Otu00958 uncultured_ge,0.000056,GI_4
Otu00961,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00961 Alistipes,0.000024,GI_4
Otu00965,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Otu00965 Akkermansia,0.000128,GI_4
Otu00969,Bacteria,Lentisphaerae,Lentisphaeria,Victivallales,Victivallaceae,Victivallaceae_ge,Otu00969 Victivallaceae_ge,0.000024,GI_4
Otu00979,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_UCG-014,Otu00979 Ruminococcaceae_UCG-014,0.000004,GI_4
Otu00980,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00980 Alistipes,0.00014,GI_4
Otu00993,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Otu00993 Ruminococcaceae_unclassified,0.000924,GI_4
Otu01004,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Turicibacter,Otu01004 Turicibacter,0.000204,GI_4
Otu01011,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella,Otu01011 Rikenella,0.000032,GI_4
Otu01021,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella,Otu01021 Rikenella,0.000028,GI_4
Otu01028,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu01028 Alistipes,0.000052,GI_4
Otu01030,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Otu01030 Ruminococcaceae_unclassified,0.000036,GI_4
Otu01040,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,uncultured,uncultured_ge,Otu01040 uncultured_ge,0,GI_4
Otu01053,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified,Otu01053 Lachnospiraceae_unclassified,0.000028,GI_4
Otu01068,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Anaerovorax,Otu01068 Anaerovorax,0.000028,GI_4
Otu01081,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Synergistaceae_unclassified,Otu01081 Synergistaceae_unclassified,0.000072,GI_4
Otu01089,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Puniceicoccaceae_unclassified,Otu01089 Puniceicoccaceae_unclassified,0.000056,GI_4
Otu01166,Bacteria,Tenericutes,Mollicutes,Mollicutes_unclassified,Mollicutes_unclassified,Mollicutes_unclassified,Otu01166 Mollicutes_unclassified,0,GI_4
Otu01176,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,GCA-900066225,Otu01176 GCA-900066225,0,GI_4
Otu01233,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified,Otu01233 Clostridiales_unclassified,0.00002,GI_4
Otu01409,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella,Otu01409 Rikenella,0.000036,GI_4
Otu00003,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrionaceae_unclassified,Otu00003 Vibrionaceae_unclassified,0.033504,HG_1
Otu00004,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Pasteurellaceae_unclassified,Otu00004 Pasteurellaceae_unclassified,0.00042,HG_1
Otu00005,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Turicibacter,Otu00005 Turicibacter,0.030684,HG_1
Otu00015,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptostreptococcaceae_unclassified,Otu00015 Peptostreptococcaceae_unclassified,0.00644,HG_1
Otu00019,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Otu00019 Desulfovibrio,0.021088,HG_1
Otu00025,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Otu00025 Ruminococcaceae_unclassified,0.030156,HG_1
Otu00027,Bacteria,Tenericutes,Mollicutes,DMI,DMI_fa,DMI_ge,Otu00027 DMI_ge,0.011872,HG_1
Otu00032,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptostreptococcaceae_unclassified,Otu00032 Peptostreptococcaceae_unclassified,0.003012,HG_1
Otu00040,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Otu00040 Akkermansia,0.012704,HG_1
Otu00047,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00047 Alistipes,0.013496,HG_1
Otu00057,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Otu00057 Akkermansia,0.007692,HG_1
Otu00058,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00058 Alistipes,0.005908,HG_1
Otu00059,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Otu00059 Bacteria_unclassified,0.012992,HG_1
Otu00061,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Otu00061 Ruminococcaceae_unclassified,0.012032,HG_1
Otu00062,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_vadinBB60_group,Clostridiales_vadinBB60_group_ge,Otu00062 Clostridiales_vadinBB60_group_ge,0.01402,HG_1
Otu00063,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified,Otu00063 Lachnospiraceae_unclassified,0.009244,HG_1
Otu00069,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium_5,Otu00069 Ruminiclostridium_5,0.007932,HG_1
Otu00072,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified,Otu00072 Lachnospiraceae_unclassified,0.00746,HG_1
Otu00079,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_ge,Otu00079 Ruminococcaceae_ge,0.00698,HG_1
Otu00081,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridiaceae_1_unclassified,Otu00081 Clostridiaceae_1_unclassified,0.002432,HG_1
Otu00082,Bacteria,Tenericutes,Mollicutes,DMI,DMI_fa,DMI_ge,Otu00082 DMI_ge,0.00192,HG_1
Otu00083,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00083 Alistipes,0.004172,HG_1
Otu00087,Bacteria,Lentisphaerae,Lentisphaeria,Victivallales,Victivallaceae,Victivallaceae_ge,Otu00087 Victivallaceae_ge,0.00772,HG_1
Otu00089,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_unclassified,Otu00089 Rikenellaceae_unclassified,0.007976,HG_1
Otu00090,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,dgA-11_gut_group,Otu00090 dgA-11_gut_group,0.00394,HG_1
Otu00091,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Otu00091 Ruminococcaceae_unclassified,0.007472,HG_1
Otu00092,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptostreptococcaceae_unclassified,Otu00092 Peptostreptococcaceae_unclassified,0.000388,HG_1
Otu00094,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00094 Alistipes,0.006348,HG_1
Otu00095,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Otu00095 Ruminococcaceae_unclassified,0.006364,HG_1
Otu00097,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00097 Alistipes,0.005876,HG_1
Otu00100,Bacteria,Spirochaetes,Spirochaetia,Brevinematales,Brevinemataceae,Brevinema,Otu00100 Brevinema,0.001168,HG_1
Otu00104,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00104 Alistipes,0.005684,HG_1
Otu00105,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00105 Alistipes,0.004552,HG_1
Otu00107,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrionaceae_unclassified,Otu00107 Vibrionaceae_unclassified,0.001512,HG_1
Otu00108,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Otu00108 Akkermansia,0.003708,HG_1
Otu00111,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,Christensenellaceae_R-7_group,Otu00111 Christensenellaceae_R-7_group,0.00426,HG_1
Otu00113,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidia_unclassified,Bacteroidia_unclassified,Bacteroidia_unclassified,Otu00113 Bacteroidia_unclassified,0.003204,HG_1
Otu00118,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Otu00118 Ruminococcaceae_unclassified,0.00054,HG_1
Otu00122,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,GCA-900066225,Otu00122 GCA-900066225,0.00068,HG_1
Otu00124,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_unclassified,Otu00124 Rikenellaceae_unclassified,0.003008,HG_1
Otu00130,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Tyzzerella,Otu00130 Tyzzerella,0.0041,HG_1
Otu00131,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00131 Alistipes,0.002348,HG_1
Otu00132,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacteraceae_unclassified,Otu00132 Paludibacteraceae_unclassified,0.004828,HG_1
Otu00133,Eukaryota,Parabasalia,Parabasalia_unclassified,Parabasalia_unclassified,Parabasalia_unclassified,Parabasalia_unclassified,Otu00133 Parabasalia_unclassified,0.00004,HG_1
Otu00134,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_vadinBB60_group,Clostridiales_vadinBB60_group_ge,Otu00134 Clostridiales_vadinBB60_group_ge,0.004908,HG_1
Otu00135,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00135 Alistipes,0.004032,HG_1
Otu00137,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Otu00137 Ruminococcaceae_unclassified,0.003052,HG_1
Otu00139,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Tyzzerella,Otu00139 Tyzzerella,0.00038,HG_1
Otu00140,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified,Otu00140 Lachnospiraceae_unclassified,0.000848,HG_1
Otu00141,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidales_unclassified,Bacteroidales_unclassified,Otu00141 Bacteroidales_unclassified,0.003956,HG_1
Otu00147,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00147 Alistipes,0.001688,HG_1
Otu00148,Bacteria,Lentisphaerae,Lentisphaeria,Victivallales,Victivallales_unclassified,Victivallales_unclassified,Otu00148 Victivallales_unclassified,0.002372,HG_1
Otu00151,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiae_unclassified,Verrucomicrobiae_unclassified,Verrucomicrobiae_unclassified,Otu00151 Verrucomicrobiae_unclassified,0.001768,HG_1
Otu00156,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,uncultured,uncultured_ge,Otu00156 uncultured_ge,0.003616,HG_1
Otu00157,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_vadinBB60_group,Clostridiales_vadinBB60_group_ge,Otu00157 Clostridiales_vadinBB60_group_ge,0.003612,HG_1
Otu00158,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Otu00158 Ruminococcaceae_unclassified,0.003036,HG_1
Otu00159,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00159 Alistipes,0.003556,HG_1
Otu00162,Bacteria,Tenericutes,Mollicutes,DMI,DMI_fa,DMI_ge,Otu00162 DMI_ge,0.000992,HG_1
Otu00163,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00163 Alistipes,0.002464,HG_1
Otu00165,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00165 Alistipes,0.001268,HG_1
Otu00166,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00166 Alistipes,0.00066,HG_1
Otu00174,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelatoclostridium,Otu00174 Erysipelatoclostridium,0.002512,HG_1
Otu00175,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00175 Alistipes,0.002048,HG_1
Otu00180,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Otu00180 Ruminococcaceae_unclassified,0.001992,HG_1
Otu00181,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00181 Alistipes,0.00244,HG_1
Otu00182,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella,Otu00182 Rikenella,0.00262,HG_1
Otu00183,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Intestinimonas,Otu00183 Intestinimonas,0.000728,HG_1
Otu00185,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella,Otu00185 Rikenella,0.00116,HG_1
Otu00187,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00187 Alistipes,0.002016,HG_1
Otu00188,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_unclassified,Otu00188 Rikenellaceae_unclassified,0.00152,HG_1
Otu00190,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_vadinBB60_group,Clostridiales_vadinBB60_group_ge,Otu00190 Clostridiales_vadinBB60_group_ge,0.002048,HG_1
Otu00192,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Otu00192 Ruminococcaceae_unclassified,0.000152,HG_1
Otu00194,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00194 Alistipes,0.002924,HG_1
Otu00200,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00200 Alistipes,0.001996,HG_1
Otu00201,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Otu00201 Akkermansia,0.001116,HG_1
Otu00204,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Otu00204 Ruminococcaceae_unclassified,0.000864,HG_1
Otu00207,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified,Otu00207 Lachnospiraceae_unclassified,0.001728,HG_1
Otu00208,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella,Otu00208 Rikenella,0.00262,HG_1
Otu00210,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00210 Alistipes,0.001056,HG_1
Otu00211,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Otu00211 Akkermansia,0.002036,HG_1
Otu00213,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00213 Alistipes,0.001412,HG_1
Otu00214,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,Otu00214 Ruminococcaceae_unclassified,0.00038,HG_1
Otu00218,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Breznakia,Otu00218 Breznakia,0.00196,HG_1
Otu00222,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00222 Alistipes,0.001384,HG_1
Otu00223,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified,Otu00223 Lachnospiraceae_unclassified,0.002268,HG_1
Otu00232,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00232 Alistipes,0.00158,HG_1
Otu00238,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified,Otu00238 Clostridiales_unclassified,0.001916,HG_1
Otu00246,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00246 Alistipes,0.001344,HG_1
Otu00247,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_unclassified,Otu00247 Lachnospiraceae_unclassified,0.001288,HG_1
Otu00252,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_unclassified,Otu00252 Rikenellaceae_unclassified,0.001224,HG_1
Otu00257,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,uncultured,Otu00257 uncultured,0.000276,HG_1
Otu00259,Eukaryota,Parabasalia,Gf10_symbiont_group,Gf10_symbiont_group_or,Gf10_symbiont_group_fa,Gf10_symbiont_group_ge,Otu00259 Gf10_symbiont_group_ge,0,HG_1
Otu00261,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00261 Alistipes,0.00172,HG_1
Otu00264,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00264 Alistipes,0.001164,HG_1
Otu00265,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella,Otu00265 Rikenella,0.00192,HG_1
Otu00270,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidales_unclassified,Bacteroidales_unclassified,Otu00270 Bacteroidales_unclassified,0.001764,HG_1
Otu00273,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Otu00273 Alistipes,0.001456,HG_1
Otu00274,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenella,Otu00274 Rikenella,0.00096,HG_1
Otu00278,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,uncultured,Otu00278 uncultured,0.001224,HG_1
Otu00280,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidales_unclassified,Bacteroidales_unclassified,Otu00280 Bacteroidales_unclassified,0.001348,HG_1
Otu00284,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Otu00284 Bacteria_unclassified,0.001992,HG_1
